# SignalP-5.0	Organism: Eukarya	Timestamp: 20260617193323
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000613627.5	SP(Sec/SPI)	0.990014	0.009986	CS pos: 21-22. ASG-AG. Pr: 0.5579
ENST00000613645.1	OTHER	0.003539	0.996461	
ENST00000613993.1	OTHER	0.000991	0.999009	
ENST00000614386.1	OTHER	0.001767	0.998233	
ENST00000614526.2	OTHER	0.001513	0.998487	
ENST00000614574.4	OTHER	0.005012	0.994988	
ENST00000614585.4	OTHER	0.000721	0.999279	
ENST00000614600.4	OTHER	0.000433	0.999567	
ENST00000614890.4	OTHER	0.001937	0.998063	
ENST00000615498.4	OTHER	0.004141	0.995859	
ENST00000615949.6	OTHER	0.000386	0.999614	
ENST00000616058.4	OTHER	0.000766	0.999234	
ENST00000616684.4	SP(Sec/SPI)	0.986128	0.013872	CS pos: 23-24. CWG-QV. Pr: 0.9248
ENST00000616738.4	SP(Sec/SPI)	0.579042	0.420958	CS pos: 21-22. ITA-FN. Pr: 0.3906
ENST00000617267.4	SP(Sec/SPI)	0.996819	0.003181	CS pos: 23-24. SSA-SP. Pr: 0.7930
ENST00000617391.4	OTHER	0.004892	0.995108	
ENST00000617537.5	SP(Sec/SPI)	0.996819	0.003181	CS pos: 23-24. SSA-SP. Pr: 0.7930
ENST00000617695.5	SP(Sec/SPI)	0.995357	0.004643	CS pos: 22-23. VQA-QR. Pr: 0.9433
ENST00000618236.2	OTHER	0.220050	0.779950	
ENST00000618312.4	OTHER	0.000813	0.999187	
ENST00000618897.4	OTHER	0.271382	0.728618	
ENST00000619527.4	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000619578.4	OTHER	0.001477	0.998523	
ENST00000619706.5	OTHER	0.000597	0.999403	
ENST00000619887.4	OTHER	0.002907	0.997093	
ENST00000620156.4	SP(Sec/SPI)	0.969260	0.030740	CS pos: 25-26. SDA-FS. Pr: 0.6880
ENST00000620260.6	OTHER	0.000310	0.999690	
ENST00000621093.5	OTHER	0.000774	0.999226	
ENST00000621536.4	OTHER	0.000930	0.999070	
ENST00000621846.4	OTHER	0.005627	0.994373	
ENST00000621914.4	OTHER	0.000433	0.999567	
ENST00000622142.5	OTHER	0.000760	0.999240	
ENST00000622294.2	SP(Sec/SPI)	0.994963	0.005037	CS pos: 18-19. SDA-FS. Pr: 0.7813
ENST00000622878.4	OTHER	0.001391	0.998609	
ENST00000624426.1	SP(Sec/SPI)	0.767358	0.232642	CS pos: 22-23. AIA-CL. Pr: 0.2117
ENST00000625626.1	OTHER	0.000744	0.999256	
ENST00000626595.2	OTHER	0.002696	0.997304	
ENST00000626909.2	OTHER	0.001169	0.998831	
ENST00000627783.2	OTHER	0.001477	0.998523	
ENST00000628542.2	OTHER	0.000834	0.999166	
ENST00000628689.2	OTHER	0.004682	0.995318	
ENST00000630130.2	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000630720.3	OTHER	0.011520	0.988480	
ENST00000632445.1	OTHER	0.007365	0.992635	
ENST00000633136.2	OTHER	0.000554	0.999446	
ENST00000633280.1	OTHER	0.000554	0.999446	
ENST00000634509.1	OTHER	0.003317	0.996683	
ENST00000634560.1	OTHER	0.000522	0.999478	
ENST00000634652.1	OTHER	0.000447	0.999553	
ENST00000634956.1	OTHER	0.000522	0.999478	
ENST00000635082.1	OTHER	0.000284	0.999716	
ENST00000635099.1	OTHER	0.000284	0.999716	
ENST00000635123.1	OTHER	0.001406	0.998594	
ENST00000635464.1	OTHER	0.003318	0.996682	
ENST00000636751.2	OTHER	0.005882	0.994118	
ENST00000636882.1	OTHER	0.000719	0.999281	
ENST00000637115.2	OTHER	0.006394	0.993606	
ENST00000637174.1	OTHER	0.013061	0.986939	
ENST00000637255.1	OTHER	0.001149	0.998851	
ENST00000638452.2	OTHER	0.000971	0.999029	
ENST00000638568.2	OTHER	0.000971	0.999029	
ENST00000638948.1	OTHER	0.006465	0.993535	
ENST00000639561.1	OTHER	0.001118	0.998882	
ENST00000640370.1	OTHER	0.029565	0.970435	
ENST00000642195.1	OTHER	0.000968	0.999032	
ENST00000642633.1	OTHER	0.006697	0.993303	
ENST00000643092.1	OTHER	0.002486	0.997514	
ENST00000643898.2	OTHER	0.000354	0.999646	
ENST00000643932.2	OTHER	0.000693	0.999307	
ENST00000644411.1	OTHER	0.001199	0.998801	
ENST00000644491.1	SP(Sec/SPI)	0.602784	0.397216	CS pos: 48-49. ATA-GP. Pr: 0.4308
ENST00000644621.1	OTHER	0.001199	0.998801	
ENST00000645141.1	OTHER	0.000968	0.999032	
ENST00000646025.1	OTHER	0.000991	0.999009	
ENST00000646045.2	OTHER	0.001620	0.998380	
ENST00000646050.1	OTHER	0.000935	0.999065	
ENST00000646131.1	OTHER	0.002409	0.997591	
ENST00000646818.2	OTHER	0.000935	0.999065	
ENST00000647080.1	OTHER	0.000935	0.999065	
ENST00000647136.1	OTHER	0.001199	0.998801	
ENST00000647731.1	OTHER	0.001384	0.998616	
ENST00000647958.1	OTHER	0.003092	0.996908	
ENST00000648038.1	OTHER	0.000628	0.999372	
ENST00000648262.1	OTHER	0.001046	0.998954	
ENST00000648451.1	OTHER	0.001000	0.999000	
ENST00000648661.1	OTHER	0.002304	0.997696	
ENST00000648664.1	OTHER	0.002486	0.997514	
ENST00000648915.2	OTHER	0.000375	0.999625	
ENST00000649015.2	OTHER	0.003910	0.996090	
ENST00000649096.1	OTHER	0.001384	0.998616	
ENST00000649139.1	SP(Sec/SPI)	0.582768	0.417232	CS pos: 19-20. TFA-DL. Pr: 0.5103
ENST00000649279.2	OTHER	0.000551	0.999449	
ENST00000649414.1	OTHER	0.005373	0.994627	
ENST00000649792.2	SP(Sec/SPI)	0.978303	0.021697	CS pos: 31-32. AGA-VP. Pr: 0.4644
ENST00000650015.1	OTHER	0.009760	0.990240	
ENST00000650409.1	OTHER	0.013061	0.986939	
ENST00000650505.1	OTHER	0.002959	0.997041	
ENST00000650623.2	OTHER	0.001046	0.998954	
ENST00000650773.1	OTHER	0.002429	0.997571	
ENST00000650808.1	OTHER	0.014051	0.985949	
ENST00000651111.1	OTHER	0.005830	0.994170	
ENST00000651564.2	SP(Sec/SPI)	0.998573	0.001427	CS pos: 25-26. VRA-AQ. Pr: 0.9517
ENST00000652148.1	OTHER	0.002370	0.997630	
ENST00000652201.1	OTHER	0.001931	0.998069	
ENST00000652233.1	OTHER	0.001346	0.998654	
ENST00000652450.2	OTHER	0.000413	0.999587	
ENST00000652513.2	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000652537.1	OTHER	0.015199	0.984801	
ENST00000652542.1	OTHER	0.001307	0.998693	
ENST00000652654.3	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000652762.2	OTHER	0.001604	0.998396	
ENST00000653217.1	OTHER	0.044003	0.955997	
ENST00000659993.1	SP(Sec/SPI)	0.995668	0.004332	CS pos: 32-33. AAA-AA. Pr: 0.4632
ENST00000661457.1	SP(Sec/SPI)	0.995668	0.004332	CS pos: 32-33. AAA-AA. Pr: 0.4632
ENST00000662438.1	OTHER	0.001993	0.998007	
ENST00000662884.1	OTHER	0.001805	0.998195	
ENST00000664561.1	OTHER	0.001538	0.998462	
ENST00000664640.1	OTHER	0.000438	0.999562	
ENST00000668943.1	OTHER	0.000920	0.999080	
ENST00000671923.1	OTHER	0.000438	0.999562	
ENST00000672093.1	OTHER	0.000438	0.999562	
ENST00000672280.1	OTHER	0.000239	0.999761	
ENST00000673591.1	OTHER	0.001480	0.998520	
ENST00000673682.1	OTHER	0.002581	0.997419	
ENST00000673705.1	OTHER	0.000877	0.999123	
ENST00000673724.1	OTHER	0.001376	0.998624	
ENST00000673737.2	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000673750.1	OTHER	0.000391	0.999609	
ENST00000673792.1	OTHER	0.000695	0.999305	
ENST00000673851.1	OTHER	0.000391	0.999609	
ENST00000673881.1	OTHER	0.001978	0.998022	
ENST00000673890.1	OTHER	0.000391	0.999609	
ENST00000673935.2	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000673936.1	OTHER	0.000391	0.999609	
ENST00000673939.1	OTHER	0.000391	0.999609	
ENST00000674000.1	OTHER	0.002882	0.997118	
ENST00000674001.1	OTHER	0.010659	0.989341	
ENST00000674041.1	OTHER	0.000391	0.999609	
ENST00000674052.1	OTHER	0.000650	0.999350	
ENST00000674093.1	OTHER	0.000391	0.999609	
ENST00000674119.1	OTHER	0.000391	0.999609	
ENST00000674139.1	OTHER	0.000391	0.999609	
ENST00000674284.1	OTHER	0.003544	0.996456	
ENST00000674773.1	OTHER	0.001978	0.998022	
ENST00000674807.1	OTHER	0.098117	0.901883	
ENST00000674815.1	OTHER	0.001453	0.998547	
ENST00000674851.1	OTHER	0.001453	0.998547	
ENST00000675051.1	OTHER	0.000930	0.999070	
ENST00000675753.2	OTHER	0.000229	0.999771	
ENST00000675810.1	OTHER	0.098117	0.901883	
ENST00000676403.1	OTHER	0.098117	0.901883	
ENST00000676824.1	SP(Sec/SPI)	0.716143	0.283857	CS pos: 15-16. SFA-LY. Pr: 0.5036
ENST00000676846.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000676912.1	OTHER	0.000484	0.999516	
ENST00000677077.1	OTHER	0.000551	0.999449	
ENST00000677130.1	OTHER	0.000551	0.999449	
ENST00000677260.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000677641.1	OTHER	0.015199	0.984801	
ENST00000677699.1	OTHER	0.000551	0.999449	
ENST00000677777.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000677781.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000677843.1	OTHER	0.000561	0.999439	
ENST00000677891.1	OTHER	0.000561	0.999439	
ENST00000677967.1	OTHER	0.002578	0.997422	
ENST00000678152.1	OTHER	0.000551	0.999449	
ENST00000678463.1	OTHER	0.000229	0.999771	
ENST00000678568.1	OTHER	0.000262	0.999738	
ENST00000678636.1	OTHER	0.015667	0.984333	
ENST00000678696.1	OTHER	0.000965	0.999035	
ENST00000678720.1	OTHER	0.000282	0.999718	
ENST00000678856.1	OTHER	0.000282	0.999718	
ENST00000679419.1	OTHER	0.001628	0.998372	
ENST00000679764.1	OTHER	0.009018	0.990982	
ENST00000679847.1	OTHER	0.000759	0.999241	
ENST00000679960.1	OTHER	0.000935	0.999065	
ENST00000680014.1	OTHER	0.001986	0.998014	
ENST00000680065.1	OTHER	0.002386	0.997614	
ENST00000680433.1	SP(Sec/SPI)	0.947941	0.052059	CS pos: 21-22. IFG-ST. Pr: 0.5352
ENST00000680728.1	OTHER	0.000935	0.999065	
ENST00000680763.1	OTHER	0.000935	0.999065	
ENST00000680821.2	OTHER	0.001813	0.998187	
ENST00000680850.1	OTHER	0.001993	0.998007	
ENST00000681213.1	OTHER	0.001628	0.998372	
ENST00000681280.1	OTHER	0.000388	0.999612	
ENST00000681511.1	OTHER	0.009018	0.990982	
ENST00000682513.1	SP(Sec/SPI)	0.997415	0.002585	CS pos: 26-27. SEG-AC. Pr: 0.5310
ENST00000682642.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000682992.1	OTHER	0.001096	0.998904	
ENST00000683018.1	OTHER	0.001701	0.998299	
ENST00000683152.1	OTHER	0.000760	0.999240	
ENST00000683393.1	OTHER	0.127290	0.872710	
ENST00000683431.1	SP(Sec/SPI)	0.993497	0.006503	CS pos: 21-22. TAP-AP. Pr: 0.3574
ENST00000683603.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000683760.1	OTHER	0.002337	0.997663	
ENST00000683975.1	OTHER	0.001125	0.998875	
ENST00000684001.1	OTHER	0.000624	0.999376	
ENST00000684047.1	OTHER	0.000624	0.999376	
ENST00000684181.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684405.1	OTHER	0.001011	0.998989	
ENST00000684493.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684629.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684659.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684764.1	OTHER	0.001489	0.998511	
ENST00000685312.1	OTHER	0.000819	0.999181	
ENST00000685338.1	OTHER	0.000438	0.999562	
ENST00000686204.1	OTHER	0.000438	0.999562	
ENST00000686697.1	OTHER	0.000428	0.999572	
ENST00000686913.1	OTHER	0.000438	0.999562	
ENST00000686926.1	OTHER	0.000438	0.999562	
ENST00000687164.1	OTHER	0.000438	0.999562	
ENST00000687789.1	OTHER	0.001039	0.998961	
ENST00000687822.1	OTHER	0.000438	0.999562	
ENST00000688799.1	OTHER	0.001300	0.998700	
ENST00000689762.1	OTHER	0.001513	0.998487	
ENST00000689843.1	OTHER	0.000819	0.999181	
ENST00000690052.1	OTHER	0.003736	0.996264	
ENST00000691050.1	OTHER	0.001412	0.998588	
ENST00000692195.1	OTHER	0.003736	0.996264	
ENST00000692222.1	OTHER	0.000438	0.999562	
ENST00000692461.1	OTHER	0.001462	0.998538	
ENST00000692868.1	OTHER	0.000428	0.999572	
ENST00000695979.1	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000695984.1	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000696149.1	OTHER	0.001310	0.998690	
ENST00000696151.1	OTHER	0.003353	0.996647	
ENST00000697274.1	OTHER	0.000910	0.999090	
ENST00000698117.1	OTHER	0.001511	0.998489	
ENST00000698508.1	OTHER	0.005065	0.994935	
ENST00000699277.1	SP(Sec/SPI)	0.933193	0.066807	CS pos: 35-36. SQA-AA. Pr: 0.5204
ENST00000699278.1	SP(Sec/SPI)	0.864005	0.135995	CS pos: 35-36. SQA-EW. Pr: 0.5517
ENST00000699279.1	OTHER	0.002245	0.997755	
ENST00000700254.1	OTHER	0.336823	0.663177	
ENST00000700255.1	OTHER	0.336823	0.663177	
ENST00000700259.1	OTHER	0.336823	0.663177	
ENST00000700264.1	OTHER	0.336823	0.663177	
ENST00000703515.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703556.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703557.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703563.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703565.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703867.1	OTHER	0.000506	0.999494	
ENST00000706130.1	OTHER	0.004311	0.995689	
ENST00000706365.1	OTHER	0.000834	0.999166	
ENST00000706566.1	OTHER	0.000239	0.999761	
ENST00000706567.1	OTHER	0.000239	0.999761	
ENST00000706676.1	SP(Sec/SPI)	0.947512	0.052488	CS pos: 42-43. AQA-QC. Pr: 0.4814
ENST00000706677.1	SP(Sec/SPI)	0.999022	0.000978	CS pos: 25-26. AQA-QC. Pr: 0.5427
ENST00000707000.1	OTHER	0.000957	0.999043	
ENST00000710813.1	OTHER	0.000588	0.999412	
ENST00000711049.1	OTHER	0.003812	0.996188	
