# SignalP-5.0	Organism: Eukarya	Timestamp: 20260624191645
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000689843.1	OTHER	0.000819	0.999181	
ENST00000690127.1	OTHER	0.001513	0.998487	
ENST00000691050.1	OTHER	0.001412	0.998588	
ENST00000692222.1	OTHER	0.000438	0.999562	
ENST00000692681.1	OTHER	0.000196	0.999804	
ENST00000693040.1	OTHER	0.000438	0.999562	
ENST00000695979.1	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000695981.1	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000695984.1	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000696016.1	SP(Sec/SPI)	0.987433	0.012567	CS pos: 19-20. VLG-GM. Pr: 0.7457
ENST00000696048.1	OTHER	0.002639	0.997361	
ENST00000696149.1	OTHER	0.001310	0.998690	
ENST00000696483.1	OTHER	0.000453	0.999547	
ENST00000696485.1	OTHER	0.000453	0.999547	
ENST00000696490.1	OTHER	0.000453	0.999547	
ENST00000696702.1	OTHER	0.001199	0.998801	
ENST00000696703.1	OTHER	0.001199	0.998801	
ENST00000696708.1	OTHER	0.001199	0.998801	
ENST00000696713.1	OTHER	0.001199	0.998801	
ENST00000697274.1	OTHER	0.000910	0.999090	
ENST00000699277.1	SP(Sec/SPI)	0.933193	0.066807	CS pos: 35-36. SQA-AA. Pr: 0.5204
ENST00000699278.1	SP(Sec/SPI)	0.864005	0.135995	CS pos: 35-36. SQA-EW. Pr: 0.5517
ENST00000699279.1	OTHER	0.002245	0.997755	
ENST00000699298.1	OTHER	0.000344	0.999656	
ENST00000699299.1	OTHER	0.000490	0.999510	
ENST00000699302.1	OTHER	0.000344	0.999656	
ENST00000700108.1	OTHER	0.001200	0.998800	
ENST00000700158.1	OTHER	0.001200	0.998800	
ENST00000700159.1	SP(Sec/SPI)	0.804339	0.195661	CS pos: 21-22. TEA-QS. Pr: 0.7212
ENST00000700254.1	OTHER	0.336823	0.663177	
ENST00000700255.1	OTHER	0.336823	0.663177	
ENST00000700257.1	OTHER	0.336823	0.663177	
ENST00000700259.1	OTHER	0.336823	0.663177	
ENST00000700264.1	OTHER	0.336823	0.663177	
ENST00000703515.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703556.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703557.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703563.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000703565.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000706365.1	OTHER	0.000834	0.999166	
ENST00000706566.1	OTHER	0.000239	0.999761	
ENST00000706567.1	OTHER	0.000239	0.999761	
ENST00000706691.1	OTHER	0.001801	0.998199	
ENST00000706693.1	OTHER	0.002634	0.997366	
ENST00000707000.1	OTHER	0.000957	0.999043	
ENST00000710813.1	OTHER	0.000588	0.999412	
